Name,First Name,Last Name,Sex,SSN,DOB,Birthday,Age,Zip,Education,Marital Status,Occupation,Salary
Olivia Brown,Olivia,Brown,Female,407-72-3981,02/03/92,02/03,32,60273,Bachelors degree,Never married,Engineer/ structural,50k to 100k
Mary Nelson,Mary,Nelson,Female,468-25-9713,04/29/76,04/29,48,38071,No degree,Married,Corporate investment banker,50k to 100k
Lisa Butler,Lisa,Butler,Female,385-08-0116,01/16/06,01/16,18,79206,Bachelors degree,Married,Nurse/ mental health,25k to 50k
Lauren Allen,Lauren,Allen,Female,639-76-1708,08/11/01,08/11,23,25200,Bachelors degree,Married,Designer/ exhibition/display,100k to 200k
Allison Gonzales,Allison,Gonzales,Female,769-29-8805,11/16/76,11/16,47,00648,Some college,Never married,Paramedic,100k to 200k
April Johnson,April,Johnson,Female,610-69-0551,06/27/73,06/27,51,50566,High school/GED,Married,Education officer/ environmental,50k to 100k
Angela Butler,Angela,Butler,Female,317-72-7668,04/14/71,04/14,53,98199,Bachelors degree,Never married,Aeronautical engineer,100k to 200k
Stephen Spence,Stephen,Spence,Male,514-55-5826,05/24/03,05/24,21,05231,Bachelors degree,Married,Tour manager,Under 25k
Jeremiah Curry,Jeremiah,Curry,Male,039-91-0453,05/09/72,05/09,52,22253,High school/GED,Married,Archivist,100k to 200k
David Hill,David,Hill,Male,653-36-4541,12/01/03,12/01,20,55611,Doctorate,Never married,Records manager,25k to 50k
Jennifer Taylor,Jennifer,Taylor,Female,444-06-0813,07/27/61,07/27,63,33361,High school/GED,Never married,Geophysicist/field seismologist,25k to 50k
Anthony Smith,Anthony,Smith,Male,899-30-7921,04/30/06,04/30,18,59865,Some college,Never married,Programmer/ multimedia,50k to 100k
Amanda Wallace,Amanda,Wallace,Female,010-74-3543,10/30/98,10/30,25,34903,Bachelors degree,Divorce,Engineer/ biomedical,50k to 100k
William Chase,William,Chase,Male,799-37-3827,07/09/70,07/09,54,11660,High school/GED,Never married,Advertising art director,25k to 50k
Lisa Cannon,Lisa,Cannon,Female,289-11-7723,10/12/97,10/12,26,33991,No degree,Divorce,Lecturer/ further education,Under 25k
Sharon Herman,Sharon,Herman,Female,799-57-1458,04/24/63,04/24,61,45272,Some college,Married,Associate Professor,25k to 50k
Michael Brandt,Michael,Brandt,Male,309-34-7659,11/10/94,11/10,29,07671,High school/GED,Married,Journalist/ magazine,Under 25k
Amy Hart,Amy,Hart,Female,709-63-3651,06/04/03,06/04,21,08378,Bachelors degree,Married,Professor Emeritus,Under 25k
Jacob Kelly,Jacob,Kelly,Male,330-62-2531,08/12/86,08/12,38,55546,High school/GED,Married,Engineer/ biomedical,50k to 100k
Hunter Yoder,Hunter,Yoder,Male,214-68-7502,06/21/05,06/21,19,04195,High school/GED,Divorce,Radio producer,Under 25k
Stephen Douglas,Stephen,Douglas,Male,592-07-5708,02/05/60,02/05,64,58725,High school/GED,Never married,Teacher/ English as a foreign language,50k to 100k
Donna Lee,Donna,Lee,Female,070-61-1930,12/18/95,12/18,28,53977,Bachelors degree,Married,Geographical information systems officer,25k to 50k
Frank Thomas,Frank,Thomas,Male,139-16-0894,04/11/81,04/11,43,68189,Bachelors degree,Married,Horticultural consultant,Over 200k
Rachel Hughes,Rachel,Hughes,Female,576-22-6429,04/27/70,04/27,54,76409,Masters degree,Never married,Estate agent,Under 25k
David Tate,David,Tate,Male,737-64-2440,06/24/67,06/24,57,96661,Bachelors degree,Never married,Surveyor/ mining,100k to 200k
Sandra Blair,Sandra,Blair,Female,236-10-8279,08/11/76,08/11,48,36755,No degree,Never married,Professor Emeritus,100k to 200k
Andrea Perry,Andrea,Perry,Female,749-36-5987,08/26/84,08/26,40,70498,Masters degree,Married,Trade union research officer,100k to 200k
Patricia Thompson,Patricia,Thompson,Female,893-38-7947,04/20/83,04/20,41,18490,High school/GED,Married,Chief Technology Officer,25k to 50k
Martin Lewis,Martin,Lewis,Male,259-30-7578,11/29/96,11/29,27,68362,Bachelors degree,Married,Bookseller,50k to 100k
Mike Mitchell,Mike,Mitchell,Male,738-79-6548,12/19/68,12/19,55,14387,High school/GED,Married,Barrister's clerk,Over 200k
Jennifer Reid,Jennifer,Reid,Female,342-41-6761,04/22/72,04/22,52,97904,Bachelors degree,Married,English as a second language teacher,Under 25k
Daniel Stewart,Daniel,Stewart,Male,338-73-4305,07/23/95,07/23,29,91799,Some college,Never married,Financial manager,50k to 100k
Timothy Roberts,Timothy,Roberts,Male,759-33-5451,02/08/96,02/08,28,10715,Associate degree,Married,Health promotion specialist,50k to 100k
Shirley Brown,Shirley,Brown,Female,568-96-9021,12/23/97,12/23,26,60943,High school/GED,Never married,Midwife,Over 200k
Candace Jackson,Candace,Jackson,Female,440-38-7675,04/01/80,04/01,44,54247,No degree,Never married,Charity fundraiser,50k to 100k
Amanda Young,Amanda,Young,Female,296-64-2923,02/17/84,02/17,40,29742,High school/GED,Never married,Accountant/ chartered public finance,25k to 50k
Julie Moore,Julie,Moore,Female,860-78-0034,07/17/03,07/17,21,72295,Professional degree,Married,Clinical cytogeneticist,Under 25k
Kristen Kelly,Kristen,Kelly,Female,596-38-0143,12/21/66,12/21,57,46977,Masters degree,Married,Runner/ broadcasting/film/video,100k to 200k
Cathy Phillips,Cathy,Phillips,Female,022-80-5533,11/05/87,11/05,36,60316,Bachelors degree,Never married,Mudlogger,100k to 200k
Michael Morgan,Michael,Morgan,Male,188-36-9325,10/29/66,10/29,57,57588,Bachelors degree,Never married,Engineer/ drilling,Under 25k
John Johnson,John,Johnson,Male,773-06-3789,05/03/85,05/03,39,22711,Bachelors degree,Married,Emergency planning/management officer,100k to 200k
Kevin Jacobs,Kevin,Jacobs,Male,867-92-6813,02/26/91,02/26,33,36442,Associate degree,Never married,Social researcher,50k to 100k
Danielle Dominguez,Danielle,Dominguez,Female,782-15-2863,01/12/60,01/12,64,10700,No degree,Widowed,Engineer/ automotive,25k to 50k
Ryan Cain,Ryan,Cain,Male,706-27-2159,10/22/90,10/22,33,26268,Bachelors degree,Married,Editor/ film/video,50k to 100k
Raymond Smith,Raymond,Smith,Male,314-82-5785,07/22/95,07/22,29,84389,High school/GED,Never married,Administrator/ education,25k to 50k
Eric Carney,Eric,Carney,Male,614-30-5609,03/05/68,03/05,56,78593,Masters degree,Never married,Mechanical engineer,50k to 100k
Joyce Farmer,Joyce,Farmer,Female,732-44-8505,09/08/74,09/08,50,82998,Some college,Married,Camera operator,Over 200k
Perry Juarez,Perry,Juarez,Male,796-79-9928,03/02/79,03/02,45,63310,Some college,Married,Research scientist (life sciences),50k to 100k
Tiffany Francis,Tiffany,Francis,Female,132-74-2412,03/07/06,03/07,18,28918,Masters degree,Divorce,Clinical research associate,25k to 50k
Erica York,Erica,York,Female,046-27-4555,05/30/71,05/30,53,30291,Bachelors degree,Divorce,Speech and language therapist,100k to 200k
Terry Walker,Terry,Walker,Male,040-35-4809,10/26/98,10/26,25,50661,Bachelors degree,Married,Senior tax professional/tax inspector,50k to 100k
Jeremy Holmes,Jeremy,Holmes,Male,364-01-7492,01/22/96,01/22,28,99308,Associate degree,Never married,Recycling officer,25k to 50k
David Atkins,David,Atkins,Male,714-60-0702,02/20/64,02/20,60,13823,Some college,Never married,Commissioning editor,100k to 200k
John Barber,John,Barber,Male,144-09-3306,07/28/61,07/28,63,88127,Some college,Married,Armed forces training and education officer,25k to 50k
Shannon Hill,Shannon,Hill,Female,744-76-8106,11/20/99,11/20,24,73279,Associate degree,Never married,Marketing executive,50k to 100k
Tiffany Miller,Tiffany,Miller,Female,046-13-4312,10/07/92,10/07,31,69572,Some college,Never married,Scientist/ marine,50k to 100k
Joshua Cannon,Joshua,Cannon,Male,753-14-3693,07/21/99,07/21,25,56826,High school/GED,Married,Ecologist,50k to 100k
Stephen Gray,Stephen,Gray,Male,049-14-3714,06/20/75,06/20,49,70752,Associate degree,Never married,Quantity surveyor,100k to 200k
Margaret Webb,Margaret,Webb,Female,870-71-0359,06/04/64,06/04,60,71350,High school/GED,Never married,Chartered legal executive (England and Wales),Under 25k
Adrian Foley,Adrian,Foley,Male,713-91-8120,09/01/02,09/01,22,80574,Some college,Never married,Dietitian,50k to 100k
Sean Lewis,Sean,Lewis,Male,234-31-6562,03/23/71,03/23,53,56832,Some college,Never married,Company secretary,50k to 100k
Daniel Rice,Daniel,Rice,Male,853-97-0387,03/14/02,03/14,22,35402,No degree,Never married,Osteopath,25k to 50k
Lori Nolan,Lori,Nolan,Female,675-46-2430,10/18/97,10/18,26,34176,High school/GED,Never married,Research scientist (physical sciences),50k to 100k
Roger Sanchez,Roger,Sanchez,Male,577-48-7129,11/25/67,11/25,56,10188,No degree,Married,Therapist/ occupational,50k to 100k
Susan Finley,Susan,Finley,Female,203-05-6560,09/01/88,09/01,36,18762,High school/GED,Never married,Management consultant,100k to 200k
Christian Wilkerson,Christian,Wilkerson,Male,758-29-7830,05/18/62,05/18,62,43239,Some college,Never married,Dancer,100k to 200k
Denise Gonzalez,Denise,Gonzalez,Female,705-34-2868,08/06/79,08/06,45,44943,Bachelors degree,Divorce,Heritage manager,100k to 200k
Christian Ward,Christian,Ward,Male,853-28-5425,08/01/81,08/01,43,73793,High school/GED,Never married,Optometrist,50k to 100k
Amanda Robinson,Amanda,Robinson,Female,029-85-5281,03/25/65,03/25,59,06860,Bachelors degree,Divorce,Civil engineer/ contracting,100k to 200k
Stacy Harrison,Stacy,Harrison,Female,078-86-6666,11/05/79,11/05,44,07522,Some college,Widowed,Archaeologist,50k to 100k
Breanna Brewer,Breanna,Brewer,Female,680-64-4030,02/23/79,02/23,45,34367,Bachelors degree,Married,Furniture designer,50k to 100k
Dominic Leonard,Dominic,Leonard,Male,377-14-1846,05/20/62,05/20,62,32297,Associate degree,Married,Holiday representative,100k to 200k
David Brown,David,Brown,Male,595-07-6207,08/20/68,08/20,56,67626,Masters degree,Married,Building surveyor,50k to 100k
Samantha Fisher,Samantha,Fisher,Female,569-86-3928,07/31/86,07/31,38,98132,Some college,Divorce,Theatre manager,Under 25k
Tyler Boyd,Tyler,Boyd,Male,241-95-7386,09/27/95,09/27,28,21985,High school/GED,Divorce,Scientific laboratory technician,100k to 200k
Brittany Fletcher,Brittany,Fletcher,Female,712-21-6851,11/10/85,11/10,38,88650,High school/GED,Married,Nurse/ adult,100k to 200k
Lauren Nelson,Lauren,Nelson,Female,290-23-5835,09/08/06,09/08,18,02277,No degree,Married,Town planner,50k to 100k
Samantha Smith,Samantha,Smith,Female,337-37-3615,01/18/90,01/18,34,37484,High school/GED,Divorce,Recycling officer,100k to 200k
Ashley Arroyo,Ashley,Arroyo,Female,345-43-3897,07/05/72,07/05,52,26163,High school/GED,Married,Systems analyst,100k to 200k
Michele Morales,Michele,Morales,Female,700-62-0613,11/21/71,11/21,52,20058,No degree,Married,Clinical psychologist,50k to 100k
Kathleen Weaver,Kathleen,Weaver,Female,583-01-8983,02/08/79,02/08,45,34692,High school/GED,Never married,Hospital doctor,50k to 100k
Mark Fuller,Mark,Fuller,Male,393-08-5554,07/21/92,07/21,32,32936,Bachelors degree,Widowed,Location manager,50k to 100k
Ashley Richards,Ashley,Richards,Female,341-07-6659,04/30/03,04/30,21,13430,No degree,Divorce,Scientist/ water quality,50k to 100k
Christy Hart,Christy,Hart,Female,282-18-6219,06/02/89,06/02,35,39215,No degree,Never married,Interior and spatial designer,25k to 50k
Thomas Woods,Thomas,Woods,Male,203-42-7747,06/15/83,06/15,41,86910,High school/GED,Widowed,Tour manager,Under 25k
Victoria Taylor,Victoria,Taylor,Female,296-13-3863,01/12/72,01/12,52,33474,Associate degree,Never married,Community pharmacist,50k to 100k
Martha Ashley,Martha,Ashley,Female,134-82-4565,01/27/97,01/27,27,92986,Bachelors degree,Never married,Research scientist (medical),Over 200k
Thomas Donovan,Thomas,Donovan,Male,004-84-6574,09/25/91,09/25,32,01814,Some college,Married,Fish farm manager,50k to 100k
Stephen Castillo,Stephen,Castillo,Male,473-93-1982,12/19/05,12/19,18,68702,Bachelors degree,Married,Immigration officer,100k to 200k
Michael Young,Michael,Young,Male,478-28-2723,02/01/06,02/01,18,28628,No degree,Married,Arboriculturist,Over 200k
Willie Weaver,Willie,Weaver,Male,407-50-1368,10/24/83,10/24,40,27406,Associate degree,Divorce,Radio producer,50k to 100k
Briana Sanders,Briana,Sanders,Female,527-15-3353,02/26/88,02/26,36,09225,Bachelors degree,Never married,Acupuncturist,100k to 200k
John Johnson,John,Johnson,Male,827-33-8911,08/19/95,08/19,29,23337,High school/GED,Married,Scientist/ research (physical sciences),50k to 100k
Steve Snyder,Steve,Snyder,Male,261-14-0308,08/30/64,08/30,60,93264,Bachelors degree,Never married,Environmental education officer,50k to 100k
Ronald Lynch,Ronald,Lynch,Male,849-23-5973,10/08/65,10/08,58,38443,High school/GED,Divorce,Occupational psychologist,Over 200k
David Flores,David,Flores,Male,741-56-4137,06/27/84,06/27,40,23446,Masters degree,Never married,Dramatherapist,25k to 50k
Deborah Hill,Deborah,Hill,Female,020-02-1440,07/31/63,07/31,61,88260,Masters degree,Married,Print production planner,25k to 50k
Emily Ward,Emily,Ward,Female,267-19-7133,09/09/75,09/09,49,51362,High school/GED,Never married,Risk manager,50k to 100k
Maria Hutchinson,Maria,Hutchinson,Female,859-78-3708,02/24/72,02/24,52,20456,Masters degree,Widowed,Manufacturing engineer,Over 200k
Jeffrey Adams,Jeffrey,Adams,Male,222-16-5034,06/09/86,06/09,38,58293,High school/GED,Married,Designer/ ceramics/pottery,100k to 200k
Heather Herrera,Heather,Herrera,Female,316-85-5135,12/30/05,12/30,18,78051,High school/GED,Married,Building services engineer,50k to 100k
Rebecca Brown,Rebecca,Brown,Female,258-67-4119,08/16/94,08/16,30,88746,Some college,Never married,Youth worker,100k to 200k
Andrew Kramer,Andrew,Kramer,Male,362-72-3745,02/04/04,02/04,20,47802,No degree,Married,Engineer/ petroleum,50k to 100k
Patricia Rogers,Patricia,Rogers,Female,345-27-8932,12/27/77,12/27,46,74931,High school/GED,Married,Geographical information systems officer,Under 25k
Michael Cook,Michael,Cook,Male,755-24-4456,03/05/71,03/05,53,34157,High school/GED,Never married,Operations geologist,50k to 100k
Tracey Walker,Tracey,Walker,Female,746-75-5718,11/30/87,11/30,36,86819,No degree,Married,Telecommunications researcher,100k to 200k
Heidi Welch,Heidi,Welch,Female,697-17-9174,03/12/73,03/12,51,21085,Bachelors degree,Married,Research scientist (physical sciences),Over 200k
Kevin Schultz,Kevin,Schultz,Male,156-26-8784,01/28/72,01/28,52,83937,No degree,Never married,Surveyor/ insurance,100k to 200k
Sara Orr,Sara,Orr,Female,289-67-7566,07/19/87,07/19,37,53631,High school/GED,Married,Air traffic controller,50k to 100k
William Clark,William,Clark,Male,033-36-7212,11/30/95,11/30,28,67905,High school/GED,Never married,Geographical information systems officer,50k to 100k
Melanie Brown,Melanie,Brown,Female,182-65-5927,12/03/02,12/03,21,27566,Some college,Married,Ranger/warden,25k to 50k
Christina Kennedy,Christina,Kennedy,Female,898-44-9073,09/17/60,09/17,63,90480,Bachelors degree,Never married,Wellsite geologist,100k to 200k
Jonathan Allen,Jonathan,Allen,Male,678-66-2205,08/01/97,08/01,27,37242,High school/GED,Never married,Dance movement psychotherapist,Under 25k
Joseph Jimenez,Joseph,Jimenez,Male,177-30-1063,11/07/85,11/07,38,15149,High school/GED,Married,Lexicographer,25k to 50k
Megan Finley,Megan,Finley,Female,528-89-4644,02/07/06,02/07,18,48579,High school/GED,Married,Theatre director,Under 25k
David Smith,David,Smith,Male,483-28-0086,06/17/67,06/17,57,36646,Professional degree,Married,Chiropodist,Under 25k
Danielle Galvan,Danielle,Galvan,Female,589-35-9782,09/17/79,09/17,44,26715,Bachelors degree,Married,English as a second language teacher,Under 25k
Lorraine Burns,Lorraine,Burns,Female,678-34-4232,10/06/89,10/06,34,46350,Masters degree,Married,Financial trader,50k to 100k
Tiffany Glover,Tiffany,Glover,Female,289-38-8247,05/31/68,05/31,56,65863,No degree,Married,Psychologist/ clinical,100k to 200k
Patricia Donaldson,Patricia,Donaldson,Female,796-39-4807,07/24/74,07/24,50,43360,Some college,Married,Professor Emeritus,100k to 200k
Darren Adkins,Darren,Adkins,Male,563-90-2758,11/29/65,11/29,58,06141,High school/GED,Divorce,Production engineer,100k to 200k
Jerry House,Jerry,House,Male,287-23-2213,10/19/72,10/19,51,60677,Associate degree,Separated,Heritage manager,Over 200k
Mary Chapman,Mary,Chapman,Female,425-02-1136,12/22/90,12/22,33,66075,Bachelors degree,Married,Teacher/ primary school,25k to 50k
Anthony Peters,Anthony,Peters,Male,202-38-8657,01/27/67,01/27,57,02944,High school/GED,Married,Mechanical engineer,Under 25k
Richard Baldwin,Richard,Baldwin,Male,449-96-9498,10/08/61,10/08,62,83293,Masters degree,Never married,Purchasing manager,50k to 100k
Christina Melendez,Christina,Melendez,Female,732-34-8080,05/27/92,05/27,32,94478,Masters degree,Married,Chief Marketing Officer,25k to 50k
Christine Coleman,Christine,Coleman,Female,056-66-4869,05/05/86,05/05,38,86637,High school/GED,Married,Probation officer,Under 25k
Angela Ross,Angela,Ross,Female,762-37-6129,02/04/95,02/04,29,59996,High school/GED,Married,Insurance broker,25k to 50k
Daniel Smith,Daniel,Smith,Male,040-42-9267,11/22/82,11/22,41,05012,Some college,Never married,Embryologist/ clinical,100k to 200k
Christopher Castaneda,Christopher,Castaneda,Male,677-91-7754,11/03/82,11/03,41,07852,High school/GED,Married,Recruitment consultant,100k to 200k
Deanna Osborne,Deanna,Osborne,Female,799-52-5115,04/09/78,04/09,46,77838,High school/GED,Married,Programmer/ systems,50k to 100k
David Chang,David,Chang,Male,167-75-6883,12/21/70,12/21,53,86064,Masters degree,Never married,Geneticist/ molecular,100k to 200k
Kathleen Morgan,Kathleen,Morgan,Female,693-21-1392,02/08/96,02/08,28,01677,Bachelors degree,Never married,Manufacturing engineer,50k to 100k
Justin Carpenter,Justin,Carpenter,Male,068-17-7922,08/21/68,08/21,56,08677,No degree,Never married,Waste management officer,Under 25k
Bryan Robertson,Bryan,Robertson,Male,293-05-4269,01/04/05,01/04,19,16647,Some college,Never married,Chief Strategy Officer,25k to 50k
Richard Berry,Richard,Berry,Male,428-65-1275,04/09/81,04/09,43,09619,High school/GED,Never married,Health and safety adviser,50k to 100k
Corey Smith,Corey,Smith,Male,025-05-2518,08/28/68,08/28,56,63103,High school/GED,Married,IT technical support officer,100k to 200k
Ricardo Hess,Ricardo,Hess,Male,330-52-5298,12/20/60,12/20,63,90294,High school/GED,Divorce,Facilities manager,100k to 200k
Billy Short,Billy,Short,Male,462-48-5329,12/04/88,12/04,35,07228,Professional degree,Widowed,Educational psychologist,50k to 100k
Leslie Gutierrez,Leslie,Gutierrez,Female,358-32-0416,03/04/62,03/04,62,30252,Bachelors degree,Never married,Control and instrumentation engineer,25k to 50k
Christopher Lambert,Christopher,Lambert,Male,503-64-5834,12/09/79,12/09,44,33571,No degree,Married,Fitness centre manager,Under 25k
Crystal Hodge,Crystal,Hodge,Female,287-87-4302,03/28/95,03/28,29,77569,No degree,Married,Camera operator,50k to 100k
Dale Taylor,Dale,Taylor,Male,323-94-8170,04/04/95,04/04,29,66672,No degree,Married,Trade union research officer,50k to 100k
Michelle Wagner,Michelle,Wagner,Female,065-13-6914,05/20/88,05/20,36,66330,Some college,Married,Print production planner,50k to 100k
Marc Cook,Marc,Cook,Male,254-55-7923,06/27/65,06/27,59,59540,High school/GED,Never married,Engineer/ water,25k to 50k
Laura Curtis,Laura,Curtis,Female,048-40-2550,09/11/75,09/11,49,99521,High school/GED,Never married,Archaeologist,100k to 200k
Beth Cruz,Beth,Cruz,Female,848-27-2874,09/23/80,09/23,43,85177,Bachelors degree,Widowed,Housing manager/officer,100k to 200k
Lisa Bauer,Lisa,Bauer,Female,710-94-6729,09/04/84,09/04,40,32720,Masters degree,Never married,Psychologist/ prison and probation services,Under 25k
Alexander Morgan,Alexander,Morgan,Male,069-85-1369,08/18/80,08/18,44,67357,High school/GED,Never married,Further education lecturer,50k to 100k
Randy Long,Randy,Long,Male,734-30-8311,03/23/62,03/23,62,25734,Bachelors degree,Married,Bookseller,25k to 50k
Robert Silva,Robert,Silva,Male,214-98-4047,01/12/97,01/12,27,36336,High school/GED,Married,Engineer/ aeronautical,50k to 100k
Kelly Hahn,Kelly,Hahn,Female,633-23-9556,08/05/00,08/05,24,91950,Bachelors degree,Widowed,Adult guidance worker,100k to 200k
Kenneth Martinez,Kenneth,Martinez,Male,327-06-8195,06/07/00,06/07,24,44652,High school/GED,Never married,Therapist/ speech and language,50k to 100k
Paul Lester,Paul,Lester,Male,425-20-1534,04/22/68,04/22,56,12995,High school/GED,Married,Control and instrumentation engineer,100k to 200k
Heather Porter,Heather,Porter,Female,493-31-8148,12/20/60,12/20,63,19107,Bachelors degree,Never married,Chartered loss adjuster,100k to 200k
Julie Reeves,Julie,Reeves,Female,309-34-9205,06/12/06,06/12,18,02151,Bachelors degree,Never married,Ergonomist,100k to 200k
Roger Rosario,Roger,Rosario,Male,426-55-1087,07/24/01,07/24,23,97236,Some college,Divorce,Financial risk analyst,Over 200k
Jill Sheppard,Jill,Sheppard,Female,135-66-9659,04/07/85,04/07,39,88793,High school/GED,Widowed,Dispensing optician,Over 200k
Kyle Miranda,Kyle,Miranda,Male,001-84-6852,05/01/06,05/01,18,82160,Bachelors degree,Married,Optician/ dispensing,Under 25k
Stacey Moss,Stacey,Moss,Female,885-10-7901,02/08/05,02/08,19,66025,Some college,Divorce,Tourist information centre manager,100k to 200k
Robert Bean,Robert,Bean,Male,766-41-8361,06/17/95,06/17,29,25994,Some college,Divorce,Proofreader,50k to 100k
Ashley Hall,Ashley,Hall,Female,339-27-5569,12/23/66,12/23,57,50569,No degree,Married,Secretary/ company,50k to 100k
Stephanie Johnson,Stephanie,Johnson,Female,530-26-2112,09/22/73,09/22,50,95512,Bachelors degree,Divorce,Rural practice surveyor,50k to 100k
Adrian Phillips,Adrian,Phillips,Male,165-92-0480,02/07/85,02/07,39,91158,High school/GED,Divorce,Leisure centre manager,50k to 100k
Andrea Shaw,Andrea,Shaw,Female,869-37-7788,04/02/98,04/02,26,54055,Bachelors degree,Married,Armed forces training and education officer,100k to 200k
Gary Carpenter,Gary,Carpenter,Male,407-67-8433,01/20/60,01/20,64,43311,High school/GED,Married,Barrister,25k to 50k
Linda Garner,Linda,Garner,Female,256-60-3204,08/27/61,08/27,63,29536,High school/GED,Never married,Engineer/ energy,50k to 100k
Melissa Vazquez,Melissa,Vazquez,Female,797-47-9055,05/24/86,05/24,38,80937,Some college,Divorce,Further education lecturer,100k to 200k
Ashley Espinoza,Ashley,Espinoza,Female,493-40-8650,10/25/70,10/25,53,26941,Associate degree,Never married,Production assistant/ radio,Over 200k
Joseph James,Joseph,James,Male,010-61-2641,09/08/60,09/08,64,35178,High school/GED,Married,Landscape architect,50k to 100k
Daniel Gonzales,Daniel,Gonzales,Male,250-60-7092,10/25/73,10/25,50,34804,Associate degree,Married,Clinical scientist/ histocompatibility and immunogenetics,Over 200k
Rickey Olson,Rickey,Olson,Male,681-02-5711,03/03/67,03/03,57,73983,Bachelors degree,Never married,Chartered loss adjuster,50k to 100k
Matthew Miller,Matthew,Miller,Male,636-83-9329,06/29/69,06/29,55,31516,Some college,Married,Environmental health practitioner,Over 200k
John Harvey,John,Harvey,Male,483-81-2643,04/24/96,04/24,28,43410,High school/GED,Married,Scientist/ marine,25k to 50k
Rebecca Mcdaniel,Rebecca,Mcdaniel,Female,653-64-0217,04/20/80,04/20,44,63614,Doctorate,Never married,Clinical psychologist,100k to 200k
Gary Diaz,Gary,Diaz,Male,867-85-0851,02/24/71,02/24,53,86893,Masters degree,Never married,Petroleum engineer,25k to 50k
Amy Fry,Amy,Fry,Female,796-83-1229,05/03/84,05/03,40,81269,Associate degree,Married,Company secretary,100k to 200k
Steven Oliver,Steven,Oliver,Male,015-55-0384,05/01/94,05/01,30,62274,Bachelors degree,Married,Quarry manager,25k to 50k
Sarah Nash,Sarah,Nash,Female,105-84-1917,04/05/02,04/05,22,32569,High school/GED,Divorce,Estate agent,50k to 100k
Stephanie Coffey,Stephanie,Coffey,Female,142-93-9913,07/03/82,07/03,42,03761,Some college,Widowed,Commissioning editor,100k to 200k
Shannon Yates,Shannon,Yates,Female,266-09-2066,01/21/95,01/21,29,07380,High school/GED,Never married,Surveyor/ hydrographic,25k to 50k
Elizabeth Hudson,Elizabeth,Hudson,Female,123-22-1641,04/03/96,04/03,28,08305,High school/GED,Married,Environmental manager,50k to 100k
George Small,George,Small,Male,703-21-2008,07/30/97,07/30,27,59882,Some college,Never married,Database administrator,25k to 50k
Jacob Wyatt,Jacob,Wyatt,Male,420-63-6626,05/18/86,05/18,38,03334,High school/GED,Married,Licensed conveyancer,50k to 100k
Zoe Beard,Zoe,Beard,Female,323-03-2127,05/03/67,05/03,57,63230,Bachelors degree,Widowed,Early years teacher,100k to 200k
Joseph Martinez,Joseph,Martinez,Male,834-96-3480,09/03/97,09/03,27,36369,Bachelors degree,Never married,Engineer/ site,Under 25k
Lawrence Blair,Lawrence,Blair,Male,379-04-6533,10/05/63,10/05,60,81608,No degree,Never married,Financial adviser,Under 25k
Rodney Thomas,Rodney,Thomas,Male,697-36-3482,06/03/94,06/03,30,81216,Some college,Never married,Corporate investment banker,25k to 50k
David Graham,David,Graham,Male,195-05-8092,02/16/95,02/16,29,04800,Bachelors degree,Married,Civil Service administrator,100k to 200k
Donna Klein,Donna,Klein,Female,532-57-5774,05/08/69,05/08,55,65473,High school/GED,Never married,Land/geomatics surveyor,50k to 100k
Julie Kim,Julie,Kim,Female,339-83-6092,03/04/79,03/04,45,50901,Some college,Married,Conservator/ furniture,100k to 200k
Anthony King,Anthony,King,Male,380-75-1740,04/14/03,04/14,21,20664,No degree,Never married,Programmer/ applications,25k to 50k
Jennifer Cunningham,Jennifer,Cunningham,Female,667-74-7550,02/16/75,02/16,49,74934,High school/GED,Married,Chief Technology Officer,100k to 200k
Albert Ho,Albert,Ho,Male,367-33-8989,08/27/99,08/27,25,11368,Bachelors degree,Married,Systems analyst,Under 25k
Kelly Booth,Kelly,Booth,Female,607-88-1049,01/16/98,01/16,26,23055,Bachelors degree,Widowed,Social research officer/ government,50k to 100k
Christina Murray,Christina,Murray,Female,297-91-1214,02/18/77,02/18,47,23923,No degree,Married,Product/process development scientist,25k to 50k
Teresa Webb,Teresa,Webb,Female,443-02-8362,01/10/67,01/10,57,78633,Bachelors degree,Married,Radio producer,50k to 100k
Jeffrey Fisher,Jeffrey,Fisher,Male,280-90-3105,04/06/63,04/06,61,93616,High school/GED,Married,Administrator/ education,100k to 200k
Lisa Ballard,Lisa,Ballard,Female,129-69-0527,11/19/74,11/19,49,07721,High school/GED,Never married,Transport planner,Under 25k
Rachel Warren,Rachel,Warren,Female,384-31-9195,10/10/01,10/10,22,06621,Bachelors degree,Never married,Therapist/ music,25k to 50k
Brenda Sanford,Brenda,Sanford,Female,537-53-9122,05/13/66,05/13,58,06116,High school/GED,Married,Food technologist,Under 25k
Veronica Durham,Veronica,Durham,Female,286-99-4278,06/28/71,06/28,53,34737,Some college,Divorce,Product designer,100k to 200k
Scott Walton,Scott,Walton,Male,817-39-4759,02/22/72,02/22,52,09351,Professional degree,Married,Hydrogeologist,50k to 100k
Daniel Hill,Daniel,Hill,Male,516-67-7242,04/25/76,04/25,48,44166,High school/GED,Married,Lobbyist,Under 25k
Sandra Brooks,Sandra,Brooks,Female,618-96-5442,08/21/69,08/21,55,45921,High school/GED,Never married,Landscape architect,Under 25k
Jeanette Wood,Jeanette,Wood,Female,784-02-2994,11/12/01,11/12,22,05054,High school/GED,Divorce,Merchant navy officer,100k to 200k
